,Duration,Start Time,Profile Name,Country,Bookmark,Latest Bookmark,Supplemental Video Type,Attributes,Device Type,Title,dia_da_semana,mes_do_ano,morning,afternoon,night,dawn
1101,0 days 00:00:41,2025-11-25 21:19:55+00:00,Léo,BR (Brazil),00:42:54,00:42:54,,,Firefox PC (Cadmium),Stranger Things:  1: Capítulo sete: A banheira (episódio 7),1,11,,,0 days 00:00:41,
1102,0 days 00:00:02,2025-11-25 21:19:51+00:00,Léo,BR (Brazil),00:47:36,00:47:36,,,Firefox PC (Cadmium),Stranger Things:  1: Capítulo seis: O monstro (episódio 6),1,11,,,0 days 00:00:02,
1103,0 days 00:40:00,2025-11-25 20:52:39+00:00,Anas,BR (Brazil),00:52:55,00:52:55,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Recruta: Temporada 2: A.N.I.F.V.S.D.P.C. (episódio 4),1,11,,,0 days 00:40:00,
1105,0 days 00:10:27,2025-11-25 20:45:03+00:00,Léo,BR (Brazil),00:10:37,Not latest view,,,Android DefaultWidevineL3Phone Android Phone,Stranger Things:  1: Capítulo oito: De ponta-cabeça (episódio 8),1,11,,,0 days 00:10:27,
1106,0 days 00:16:25,2025-11-25 20:17:16+00:00,Léo,BR (Brazil),00:40:04,Not latest view,,,Android DefaultWidevineL3Phone Android Phone,Stranger Things:  1: Capítulo sete: A banheira (episódio 7),1,11,,,0 days 00:16:25,
1108,0 days 00:24:47,2025-11-25 19:51:56+00:00,Léo,BR (Brazil),00:24:19,Not latest view,,,Android DefaultWidevineL3Phone Android Phone,Stranger Things:  1: Capítulo sete: A banheira (episódio 7),1,11,,,0 days 00:24:47,
1109,0 days 00:00:23,2025-11-25 19:51:31+00:00,Léo,BR (Brazil),00:44:21,Not latest view,,,Android DefaultWidevineL3Phone Android Phone,Stranger Things:  1: Capítulo seis: O monstro (episódio 6),1,11,,,0 days 00:00:23,
1110,0 days 00:00:28,2025-11-25 19:50:41+00:00,Léo,BR (Brazil),00:00:28,Not latest view,,,Android DefaultWidevineL3Phone Android Phone,Stranger Things:  1: Capítulo sete: A banheira (episódio 7),1,11,,,0 days 00:00:28,
1111,0 days 00:00:17,2025-11-25 19:49:44+00:00,Léo,BR (Brazil),00:44:29,Not latest view,,,Android DefaultWidevineL3Phone Android Phone,Stranger Things:  1: Capítulo seis: O monstro (episódio 6),1,11,,,0 days 00:00:17,
1112,0 days 00:00:06,2025-11-25 19:49:35+00:00,Léo,BR (Brazil),00:00:05,00:00:05,,,Android DefaultWidevineL3Phone Android Phone,Stranger Things:  1: Capítulo cinco: A pulga e o acrobata (episódio 5),1,11,,,0 days 00:00:06,
1113,0 days 00:00:05,2025-11-25 19:37:23+00:00,Léo,BR (Brazil),00:44:21,Not latest view,,,Firefox PC (Cadmium),Stranger Things:  1: Capítulo seis: O monstro (episódio 6),1,11,,,0 days 00:00:05,
1114,0 days 00:27:25,2025-11-25 17:52:30+00:00,Léo,BR (Brazil),00:44:16,Not latest view,,,Firefox PC (Cadmium),Stranger Things:  1: Capítulo seis: O monstro (episódio 6),1,11,,0 days 00:27:25,,
1115,0 days 00:11:52,2025-11-25 17:29:54+00:00,Anas,BR (Brazil),00:12:59,Not latest view,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Recruta: Temporada 2: A.N.I.F.V.S.D.P.C. (episódio 4),1,11,,0 days 00:11:52,,
1116,0 days 00:18:21,2025-11-25 16:50:38+00:00,Léo,BR (Brazil),00:17:41,Not latest view,,,Firefox PC (Cadmium),Stranger Things:  1: Capítulo seis: O monstro (episódio 6),1,11,,0 days 00:18:21,,
1117,0 days 00:40:20,2025-11-25 16:49:31+00:00,Anas,BR (Brazil),00:47:08,00:47:08,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Recruta: Temporada 2: E.T.D.A.M.U.A. (episódio 3),1,11,,0 days 00:40:20,,
1121,0 days 00:52:52,2025-11-25 14:53:55+00:00,Léo,BR (Brazil),00:53:51,Not latest view,,,Firefox PC (Cadmium),Stranger Things:  1: Capítulo cinco: A pulga e o acrobata (episódio 5),1,11,,0 days 00:52:52,,
1122,0 days 00:00:03,2025-11-25 14:53:48+00:00,Léo,BR (Brazil),00:48:12,00:48:12,,,Firefox PC (Cadmium),Stranger Things:  1: Capítulo quatro: O corpo (episódio 4),1,11,,0 days 00:00:03,,
1123,0 days 01:23:27,2025-11-25 14:52:54+00:00,Anas,BR (Brazil),01:23:27,01:23:27,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,No Ritmo do Natal,1,11,,0 days 01:23:27,,
1125,0 days 00:44:16,2025-11-25 12:46:00+00:00,Jose,BR (Brazil),00:44:43,Not latest view,,,Samsung 2017 Kant-M UHD TV Smart TV,Alquimia das Almas: Parte 1: Episódio 5 (episódio 5),1,11,,0 days 00:44:16,,
1126,0 days 00:04:16,2025-11-25 10:09:33+00:00,Jose,BR (Brazil),00:31:49,00:31:49,,,Samsung 2017 Kant-M UHD TV Smart TV,Devil May Cry: Temporada 1: Um rio de sangue e fogo (episódio 8),1,11,0 days 00:04:16,,,
1127,0 days 00:00:03,2025-11-25 04:55:28+00:00,Léo,BR (Brazil),00:00:03,Not latest view,,,Android DefaultWidevineL3Phone Android Phone,Stranger Things:  1: Capítulo cinco: A pulga e o acrobata (episódio 5),1,11,,,,0 days 00:00:03
1128,0 days 00:27:00,2025-11-25 04:28:17+00:00,Léo,BR (Brazil),00:48:09,Not latest view,,,Android DefaultWidevineL3Phone Android Phone,Stranger Things:  1: Capítulo quatro: O corpo (episódio 4),1,11,,,,0 days 00:27:00
1129,0 days 00:00:01,2025-11-25 04:28:03+00:00,Léo,BR (Brazil),00:00:01,Not latest view,,,Android DefaultWidevineL3Phone Android Phone,Stranger Things:  1: Capítulo cinco: A pulga e o acrobata (episódio 5),1,11,,,,0 days 00:00:01
1130,0 days 00:19:10,2025-11-25 04:08:49+00:00,Léo,BR (Brazil),00:21:46,Not latest view,,,Android DefaultWidevineL3Phone Android Phone,Stranger Things:  1: Capítulo quatro: O corpo (episódio 4),1,11,,,,0 days 00:19:10
1131,0 days 00:02:52,2025-11-25 04:05:43+00:00,Léo,BR (Brazil),00:03:05,Not latest view,,,Android DefaultWidevineL3Phone Android Phone,Stranger Things:  1: Capítulo quatro: O corpo (episódio 4),1,11,,,,0 days 00:02:52
1132,0 days 00:00:32,2025-11-25 03:13:48+00:00,Léo,BR (Brazil),00:00:32,Not latest view,,Autoplayed: user action: None; ,Firefox PC (Cadmium),Stranger Things:  1: Capítulo quatro: O corpo (episódio 4),1,11,,,,0 days 00:00:32
1133,0 days 00:31:25,2025-11-25 02:40:17+00:00,Léo,BR (Brazil),00:49:49,00:49:49,,,Firefox PC (Cadmium),Stranger Things:  1: Capítulo três: Caramba (episódio 3),1,11,,,,0 days 00:31:25
1134,0 days 00:25:57,2025-11-25 01:36:01+00:00,Anas,BR (Brazil),00:25:30,Not latest view,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Nosso Segredinho,1,11,,,,0 days 00:25:57
1136,0 days 00:16:31,2025-11-25 00:57:41+00:00,Léo,BR (Brazil),00:19:37,Not latest view,,,Firefox PC (Cadmium),Stranger Things:  1: Capítulo três: Caramba (episódio 3),1,11,,,,0 days 00:16:31
1137,0 days 00:03:06,2025-11-25 00:11:50+00:00,Léo,BR (Brazil),00:03:06,Not latest view,,,Firefox PC (Cadmium),Stranger Things:  1: Capítulo três: Caramba (episódio 3),1,11,,,,0 days 00:03:06
1138,0 days 00:24:11,2025-11-25 00:07:52+00:00,Jose,BR (Brazil),01:13:26,01:13:26,,,Amazon Fire TV Stick 2020 Lite Streaming Stick,Alquimia das Almas: Parte 1: Episódio 4 (episódio 4),1,11,,,,0 days 00:24:11
1139,0 days 00:08:44,2025-11-25 00:02:38+00:00,Léo,BR (Brazil),00:56:20,00:56:20,,,Firefox PC (Cadmium),Stranger Things:  1: Capítulo dois: A estranha da Maple Street (episódio 2),1,11,,,,0 days 00:08:44
1145,0 days 00:00:14,2025-11-24 22:18:16+00:00,Léo,BR (Brazil),00:44:25,Not latest view,,,Firefox PC (Cadmium),Stranger Things:  1: Capítulo dois: A estranha da Maple Street (episódio 2),0,11,,,0 days 00:00:14,
1146,0 days 00:50:35,2025-11-24 22:10:54+00:00,Jose,BR (Brazil),00:49:16,Not latest view,,,Amazon Fire TV Stick 2020 Lite Streaming Stick,Alquimia das Almas: Parte 1: Episódio 4 (episódio 4),0,11,,,0 days 00:50:35,
1147,0 days 00:28:35,2025-11-24 21:42:00+00:00,Jose,BR (Brazil),01:15:49,01:15:49,,,Amazon Fire TV Stick 2020 Lite Streaming Stick,Alquimia das Almas: Parte 1: Episódio 3 (episódio 3),0,11,,,0 days 00:28:35,
1149,0 days 00:38:18,2025-11-24 20:20:04+00:00,Léo,BR (Brazil),00:44:10,Not latest view,,,Firefox PC (Cadmium),Stranger Things:  1: Capítulo dois: A estranha da Maple Street (episódio 2),0,11,,,0 days 00:38:18,
1150,0 days 01:21:46,2025-11-24 19:03:11+00:00,Anas,BR (Brazil),01:21:46,Not latest view,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Borbulhas de Amor,0,11,,,0 days 01:21:46,
1152,0 days 00:08:26,2025-11-24 17:50:09+00:00,Léo,BR (Brazil),00:08:26,Not latest view,,,Firefox PC (Cadmium),Stranger Things:  1: Capítulo dois: A estranha da Maple Street (episódio 2),0,11,,0 days 00:08:26,,
1153,0 days 00:48:46,2025-11-24 16:56:28+00:00,Léo,BR (Brazil),00:49:36,00:49:36,,,Firefox PC (Cadmium),Stranger Things:  1: Capítulo um: O desaparecimento de Will Byers (episódio 1),0,11,,0 days 00:48:46,,
1156,0 days 00:21:54,2025-11-24 00:47:04+00:00,Anas,BR (Brazil),00:27:40,Not latest view,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Parenthood - Minha família: Temporada 5: Ainda estou aqui (episódio 21),0,11,,,,0 days 00:21:54
1157,0 days 00:03:43,2025-11-24 00:28:48+00:00,Anas,BR (Brazil),00:06:48,Not latest view,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Recruta: Temporada 2: E.T.D.A.M.U.A. (episódio 3),0,11,,,,0 days 00:03:43
1159,0 days 00:36:09,2025-11-23 23:51:53+00:00,Anas,BR (Brazil),00:36:12,00:36:12,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Um Espião Infiltrado: Temporada 2: Provas Finais (episódio 8),6,11,,,0 days 00:36:09,
1160,0 days 00:34:54,2025-11-23 23:00:03+00:00,Jose,BR (Brazil),00:47:15,Not latest view,,,Amazon Fire TV Stick 2020 Lite Streaming Stick,Alquimia das Almas: Parte 1: Episódio 3 (episódio 3),6,11,,,0 days 00:34:54,
1161,0 days 00:33:09,2025-11-23 22:47:09+00:00,Anas,BR (Brazil),00:33:50,00:33:50,,Autoplayed: user action: User_Interaction; ,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Um Espião Infiltrado: Temporada 2: Trabalho em Grupo (episódio 7),6,11,,,0 days 00:33:09,
1162,0 days 00:11:54,2025-11-23 22:37:23+00:00,Jose,BR (Brazil),00:12:25,Not latest view,,,Amazon Fire TV Stick 2020 Lite Streaming Stick,Alquimia das Almas: Parte 1: Episódio 3 (episódio 3),6,11,,,0 days 00:11:54,
1163,0 days 00:27:25,2025-11-23 22:19:16+00:00,Anas,BR (Brazil),00:27:29,00:27:29,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Um Espião Infiltrado: Temporada 2: Atividades Extracurriculares (episódio 6),6,11,,,0 days 00:27:25,
1164,0 days 00:15:29,2025-11-23 22:03:44+00:00,Anas,BR (Brazil),00:29:32,00:29:32,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Um Espião Infiltrado: Temporada 2: Recesso de Ação de Graças (episódio 5),6,11,,,0 days 00:15:29,
1166,0 days 00:51:04,2025-11-23 21:45:38+00:00,Jose,BR (Brazil),01:11:48,01:11:48,,,Amazon Fire TV Stick 2020 Lite Streaming Stick,Alquimia das Almas: Parte 1: Episódio 2 (episódio 2),6,11,,,0 days 00:51:04,
1169,0 days 00:05:19,2025-11-23 20:30:43+00:00,Anas,BR (Brazil),00:05:51,Not latest view,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Parenthood - Minha família: Temporada 5: Ainda estou aqui (episódio 21),6,11,,,0 days 00:05:19,
1170,0 days 00:24:54,2025-11-23 20:00:59+00:00,Anas,BR (Brazil),00:42:28,00:42:28,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Parenthood - Minha família: Temporada 5: Na dúvida (episódio 20),6,11,,,0 days 00:24:54,
1173,0 days 00:21:26,2025-11-23 17:49:24+00:00,Jose,BR (Brazil),00:21:30,Not latest view,,,Amazon Fire TV Stick 2020 Lite Streaming Stick,Alquimia das Almas: Parte 1: Episódio 2 (episódio 2),6,11,,0 days 00:21:26,,
1174,0 days 00:32:11,2025-11-23 17:16:53+00:00,Jose,BR (Brazil),01:09:29,01:09:29,,,Amazon Fire TV Stick 2020 Lite Streaming Stick,Alquimia das Almas: Parte 1: Episódio 1 (episódio 1),6,11,,0 days 00:32:11,,
1175,0 days 00:05:59,2025-11-23 17:00:35+00:00,Jose,BR (Brazil),00:37:20,Not latest view,,,Amazon Fire TV Stick 2020 Lite Streaming Stick,Alquimia das Almas: Parte 1: Episódio 1 (episódio 1),6,11,,0 days 00:05:59,,
1177,0 days 00:27:27,2025-11-23 16:06:23+00:00,Jose,BR (Brazil),00:31:43,Not latest view,,,Amazon Fire TV Stick 2020 Lite Streaming Stick,Alquimia das Almas: Parte 1: Episódio 1 (episódio 1),6,11,,0 days 00:27:27,,
1178,0 days 00:05:09,2025-11-23 15:39:16+00:00,Jose,BR (Brazil),00:05:09,Not latest view,,,Amazon Fire TV Stick 2020 Lite Streaming Stick,Alquimia das Almas: Parte 1: Episódio 1 (episódio 1),6,11,,0 days 00:05:09,,
1184,0 days 00:00:07,2025-11-23 15:36:55+00:00,Jose,BR (Brazil),00:00:07,00:00:07,,,Amazon Fire TV Stick 2020 Lite Streaming Stick,Sonhos de Trem,6,11,,0 days 00:00:07,,
1185,0 days 00:18:56,2025-11-23 15:17:15+00:00,Jose,BR (Brazil),00:43:04,Not latest view,,,Amazon Fire TV Stick 2020 Lite Streaming Stick,Sonhos de Trem,6,11,,0 days 00:18:56,,
1187,0 days 00:00:04,2025-11-23 00:32:49+00:00,Jose,BR (Brazil),00:00:04,00:00:04,,,Samsung 2017 Kant-M UHD TV Smart TV,Fate/Apocrypha: Parte 1: Apocrypha: A Grande Guerra do Santo Graal (episódio 1),6,11,,,,0 days 00:00:04
1188,0 days 00:02:56,2025-11-23 00:29:30+00:00,Jose,BR (Brazil),00:03:29,Not latest view,,,Samsung 2017 Kant-M UHD TV Smart TV,Fate/Apocrypha: Parte 1: Apocrypha: A Grande Guerra do Santo Graal (episódio 1),6,11,,,,0 days 00:02:56
1189,0 days 00:00:03,2025-11-23 00:24:44+00:00,Jose,BR (Brazil),00:02:09,00:02:09,,,Samsung 2017 Kant-M UHD TV Smart TV,"Love, Death & Robots: Volume 4: Minicontatos imediatos (episódio 1)",6,11,,,,0 days 00:00:03
1190,0 days 00:03:28,2025-11-23 00:20:02+00:00,Jose,BR (Brazil),00:05:57,00:05:57,,,Samsung 2017 Kant-M UHD TV Smart TV,Até o Último Samurai: Temporada 1: Destino (episódio 3),6,11,,,,0 days 00:03:28
1191,0 days 00:06:29,2025-11-23 00:12:36+00:00,Jose,BR (Brazil),00:13:13,00:13:13,,,Samsung 2017 Kant-M UHD TV Smart TV,Até o Último Samurai: Temporada 1: Despertar (episódio 2),6,11,,,,0 days 00:06:29
1192,0 days 00:10:45,2025-11-23 00:00:55+00:00,Jose,BR (Brazil),00:52:33,00:52:33,,,Samsung 2017 Kant-M UHD TV Smart TV,Até o Último Samurai: Temporada 1: Kodoku (episódio 1),6,11,,,,0 days 00:10:45
1193,0 days 00:14:01,2025-11-23 00:00:32+00:00,Anas,BR (Brazil),00:14:05,Not latest view,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Um Espião Infiltrado: Temporada 2: Recesso de Ação de Graças (episódio 5),6,11,,,,0 days 00:14:01
1194,0 days 00:00:02,2025-11-23 00:00:14+00:00,Jose,BR (Brazil),00:00:02,Not latest view,,,Samsung 2017 Kant-M UHD TV Smart TV,Até o Último Samurai: Temporada 1: Despertar (episódio 2),6,11,,,,0 days 00:00:02
1195,0 days 00:00:07,2025-11-22 23:59:57+00:00,Jose,BR (Brazil),00:00:07,Not latest view,,,Samsung 2017 Kant-M UHD TV Smart TV,Até o Último Samurai: Temporada 1: Despertar (episódio 2),5,11,,,0 days 00:00:07,
1196,0 days 00:00:30,2025-11-22 23:59:06+00:00,Jose,BR (Brazil),00:00:14,Not latest view,,,Samsung 2017 Kant-M UHD TV Smart TV,Até o Último Samurai: Temporada 1: Kodoku (episódio 1),5,11,,,0 days 00:00:30,
1197,0 days 00:18:28,2025-11-22 23:42:02+00:00,Anas,BR (Brazil),00:28:22,00:28:22,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Um Espião Infiltrado: Temporada 2: O que Wheeler achou? (episódio 4),5,11,,,0 days 00:18:28,
1199,0 days 00:09:51,2025-11-22 22:48:44+00:00,Anas,BR (Brazil),00:09:55,Not latest view,,Autoplayed: user action: User_Interaction; ,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Um Espião Infiltrado: Temporada 2: O que Wheeler achou? (episódio 4),5,11,,,0 days 00:09:51,
1200,0 days 00:28:17,2025-11-22 22:20:25+00:00,Anas,BR (Brazil),00:28:20,00:28:20,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Um Espião Infiltrado: Temporada 2: Visita das famílias (episódio 3),5,11,,,0 days 00:28:17,
1201,0 days 00:27:05,2025-11-22 21:26:22+00:00,Anas,BR (Brazil),00:27:09,00:27:09,,Autoplayed: user action: User_Interaction; ,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Um Espião Infiltrado: Temporada 2: Escolha do curso (episódio 2),5,11,,,0 days 00:27:05,
1202,0 days 00:30:00,2025-11-22 20:55:01+00:00,Anas,BR (Brazil),00:30:00,00:30:00,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Um Espião Infiltrado: Temporada 2: Hora de se enturmar (episódio 1),5,11,,,0 days 00:30:00,
1206,0 days 01:25:18,2025-11-21 22:47:39+00:00,Anas,BR (Brazil),01:25:19,01:25:19,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Operação Beijo de Natal,4,11,,,0 days 01:25:18,
1210,0 days 01:11:41,2025-11-21 17:36:31+00:00,Anas,BR (Brazil),01:11:48,01:11:48,,,Netflix Opera Other,Alice in Borderland: Temporada 3: Episódio 6 (episódio 6),4,11,,0 days 01:11:41,,
1211,0 days 00:19:56,2025-11-21 17:16:33+00:00,Anas,BR (Brazil),01:12:47,01:12:47,,,Netflix Opera Other,Alice in Borderland: Temporada 3: Episódio 5 (episódio 5),4,11,,0 days 00:19:56,,
1212,0 days 00:10:47,2025-11-21 16:08:31+00:00,Anas,BR (Brazil),00:52:50,Not latest view,,,Netflix Opera Other,Alice in Borderland: Temporada 3: Episódio 5 (episódio 5),4,11,,0 days 00:10:47,,
1213,0 days 00:41:57,2025-11-21 14:42:57+00:00,Anas,BR (Brazil),00:42:03,Not latest view,,Autoplayed: user action: None; ,Netflix Opera Other,Alice in Borderland: Temporada 3: Episódio 5 (episódio 5),4,11,,0 days 00:41:57,,
1214,0 days 00:56:51,2025-11-21 13:45:37+00:00,Anas,BR (Brazil),00:56:57,00:56:57,,,Netflix Opera Other,Alice in Borderland: Temporada 3: Episódio 4 (episódio 4),4,11,,0 days 00:56:51,,
1215,0 days 00:57:11,2025-11-21 12:47:37+00:00,Anas,BR (Brazil),00:57:17,00:57:17,,,Netflix Opera Other,Alice in Borderland: Temporada 3: Episódio 3 (episódio 3),4,11,,0 days 00:57:11,,
1216,0 days 00:02:03,2025-11-21 12:45:33+00:00,Anas,BR (Brazil),00:51:20,00:51:20,,,Netflix Opera Other,Alice in Borderland: Temporada 3: Episódio 2 (episódio 2),4,11,,0 days 00:02:03,,
1219,0 days 00:19:49,2025-11-21 02:24:24+00:00,Anas,BR (Brazil),00:19:49,00:19:49,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Invejosa: Temporada 1: Tudo sobre Vicky (episódio 1),4,11,,,,0 days 00:19:49
1221,0 days 00:42:01,2025-11-21 00:54:17+00:00,Jose,BR (Brazil),00:41:41,00:41:41,,,Samsung 2017 Kant-M UHD TV Smart TV,Avatar: O Último Mestre do Ar: Temporada 1: Aang (episódio 1),4,11,,,,0 days 00:42:01
1222,0 days 00:00:04,2025-11-21 00:49:33+00:00,Jose,BR (Brazil),00:00:04,00:00:04,,,Samsung 2017 Kant-M UHD TV Smart TV,Tougen Anki: Tougen Anki: Sangue de Oni (episódio 1),4,11,,,,0 days 00:00:04
1223,0 days 00:20:00,2025-11-21 00:29:27+00:00,Jose,BR (Brazil),00:20:00,Not latest view,,,Samsung 2017 Kant-M UHD TV Smart TV,Tougen Anki: Tougen Anki: Sangue de Oni (episódio 1),4,11,,,,0 days 00:20:00
1224,0 days 00:49:10,2025-11-20 23:42:11+00:00,Anas,BR (Brazil),00:49:17,Not latest view,,Autoplayed: user action: None; ,Netflix Opera Other,Alice in Borderland: Temporada 3: Episódio 2 (episódio 2),3,11,,,0 days 00:49:10,
1225,0 days 00:57:44,2025-11-20 22:36:16+00:00,Anas,BR (Brazil),00:57:18,00:57:18,,,Netflix Opera Other,Alice in Borderland: Temporada 3: Episódio 1 (episódio 1),3,11,,,0 days 00:57:44,
1227,0 days 00:41:33,2025-11-20 19:05:47+00:00,Anas,BR (Brazil),00:40:47,00:40:47,,,Netflix Opera Other,Breaking Bad: Temporada 5: Estado granito (episódio 15),3,11,,,0 days 00:41:33,
1228,0 days 00:46:34,2025-11-20 18:19:12+00:00,Anas,BR (Brazil),00:46:33,00:46:33,,,Netflix Opera Other,Breaking Bad: Temporada 5: Ozymandias (episódio 14),3,11,,,0 days 00:46:34,
1229,0 days 00:45:26,2025-11-20 17:33:40+00:00,Anas,BR (Brazil),00:43:59,00:43:59,,,Netflix Opera Other,Breaking Bad: Temporada 5: To'hajiilee (episódio 13),3,11,,0 days 00:45:26,,
1230,0 days 00:20:18,2025-11-20 17:13:21+00:00,Anas,BR (Brazil),00:46:36,00:46:36,,,Netflix Opera Other,Breaking Bad: Temporada 5: Cão raivoso (episódio 12),3,11,,0 days 00:20:18,,
1231,0 days 00:20:58,2025-11-20 01:08:15+00:00,Anas,BR (Brazil),00:21:31,Not latest view,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Parenthood - Minha família: Temporada 5: Na dúvida (episódio 20),3,11,,,,0 days 00:20:58
1232,0 days 00:33:57,2025-11-20 00:34:04+00:00,Anas,BR (Brazil),00:42:26,00:42:26,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Parenthood - Minha família: Temporada 5: Alerta de fraude (episódio 19),3,11,,,,0 days 00:33:57
1233,0 days 00:00:03,2025-11-20 00:33:43+00:00,Anas,BR (Brazil),00:03:08,Not latest view,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Recruta: Temporada 2: E.T.D.A.M.U.A. (episódio 3),3,11,,,,0 days 00:00:03
1234,0 days 00:03:06,2025-11-20 00:23:04+00:00,Anas,BR (Brazil),00:03:06,Not latest view,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Recruta: Temporada 2: E.T.D.A.M.U.A. (episódio 3),3,11,,,,0 days 00:03:06
1236,0 days 00:00:03,2025-11-20 00:22:44+00:00,Anas,BR (Brazil),00:00:03,Not latest view,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Borbulhas de Amor,3,11,,,,0 days 00:00:03
1238,0 days 00:46:39,2025-11-19 17:27:09+00:00,Anas,BR (Brazil),01:26:01,01:26:01,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Era Uma Vez... Um Baile de Natal,2,11,,0 days 00:46:39,,
1239,0 days 00:17:54,2025-11-19 16:17:53+00:00,Anas,BR (Brazil),00:39:26,Not latest view,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Era Uma Vez... Um Baile de Natal,2,11,,0 days 00:17:54,,
1240,0 days 00:07:57,2025-11-19 02:18:47+00:00,Anas,BR (Brazil),00:08:29,Not latest view,,Autoplayed: user action: None; ,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Parenthood - Minha família: Temporada 5: Alerta de fraude (episódio 19),2,11,,,,0 days 00:07:57
1241,0 days 00:04:04,2025-11-19 02:14:33+00:00,Anas,BR (Brazil),00:41:55,00:41:55,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Parenthood - Minha família: Temporada 5: A oferta (episódio 18),2,11,,,,0 days 00:04:04
1242,0 days 00:00:52,2025-11-19 02:06:22+00:00,Anas,BR (Brazil),00:02:29,Not latest view,,Autoplayed: user action: None; ,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Recruta: Temporada 2: E.T.D.A.M.U.A. (episódio 3),2,11,,,,0 days 00:00:52
1243,0 days 00:47:13,2025-11-19 01:19:06+00:00,Anas,BR (Brazil),00:48:30,00:48:30,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Recruta: Temporada 2: V.E.U.C.N.P.D.P. (episódio 2),2,11,,,,0 days 00:47:13
1244,0 days 00:31:24,2025-11-19 00:05:47+00:00,Anas,BR (Brazil),00:51:28,00:51:28,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Recruta: Temporada 2: N.E.U.H.E.A. (episódio 1),2,11,,,,0 days 00:31:24
