CleanTitle,Profile Name,WatchedTime,watched_time_dawn,watched_time_morning,watched_time_afternoon,watched_time_night,count_per_title,last_watched_date,first_watched_date,seg_views,ter_views,qua_views,qui_views,sex_views,sab_views,dom_views,jan_views,fev_views,mar_views,abr_views,mai_views,jun_views,jul_views,ago_views,set_views,out_views,nov_views,dez_views,netflix_title,title,genre_ids,poster_path,media_type,popularity,age_of_title,vote_average,vote_count,run_time,num_seasons,origin_country,keywords,director,content_rating,is_natalino,is_super_heroi,is_dorama,is_kids,is_dystopian,is_based_on_book,is_anime,nota,avg_duration_per_session,day_between
"família, pero no mucho",Anas,0 days 01:19:29,0 days 00:33:00,0 days 00:46:29,0 days 00:00:00,0 days 00:00:00,3,,,0,1,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,"família, pero no mucho","Família, Pero no Mucho",[35],https://image.tmdb.org/t/p/w500/mNAb8OTrlhW5eFwlsPUW3CRXCXh.jpg,movie,1.0206,1,6.33,47,80,,['BR'],"['regionalism', 'family vacation', 'trip to argentina', 'brazilian comedy', 'family rivalry']",-1,1,0,0,0,0,0,0,0,5.6,0 days 00:26:29.666666666,
o melhor. natal. de todos!,Anas,0 days 01:16:34,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 01:16:34,1,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,o melhor. natal. de todos!,O Melhor. Natal. de Todos!,[35],https://image.tmdb.org/t/p/w500/hRAnhet28w3ipeCOJvv2BIW3A1P.jpg,movie,1.4287,3,5.397,257,81,,['US'],"['holiday', 'christmas', 'absurd']",-1,1,1,0,0,0,0,0,0,5.6,0 days 01:16:34,
caso de polícia,Anas,0 days 01:13:37,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 01:13:37,2,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,caso de polícia,Caso de Polícia,"[35, 18]",https://image.tmdb.org/t/p/w500/mHPiHLYz7Wjg5kIXqIOmDAqpqFc.jpg,tv,5.7769,8,6.131,61,[50],1,['US'],"['nypd', 'odd couple', 'father son relationship', 'street smarts']",-1,1,0,0,0,0,0,0,0,5.6,0 days 00:36:48.500000,
27 noites,Anas,0 days 01:12:31,0 days 00:35:23,0 days 00:00:00,0 days 00:00:00,0 days 00:37:08,2,,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,27 noites,27 Noites,[35],https://image.tmdb.org/t/p/w500/fo2MUxHn8sTaNYldpBCd5Q4Nu1y.jpg,movie,2.3851,1,6.351,37,108,,['AR'],[],-1,5,0,0,0,0,0,0,0,5.6,0 days 00:36:15.500000,
rebel moon - parte 1,Jose,0 days 01:11:10,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 01:11:10,3,,,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,rebel moon - parte 1,Rebel Moon - Parte 1: A Menina do Fogo,"[878, 28, 12]",https://image.tmdb.org/t/p/w500/sPmGw8DOpH856QjhCfetSK9yzI5.jpg,movie,5.7904,3,6.22,2495,136,,['US'],"['rebellion', 'space war', 'space', 'female protagonist', 'militarism', 'space opera', 'family values', 'authoritarianism', 'space adventure', 'action hero', 'female warrior', 'political crisis', 'alien spaceship', 'space vessel', 'awestruck']",-1,2,0,0,0,0,0,0,0,5.6,0 days 00:23:43.333333333,
altered carbon,Jose,0 days 01:02:44,0 days 00:00:00,0 days 01:02:44,0 days 00:00:00,0 days 00:00:00,3,,,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,altered carbon,Altered Carbon,"[10765, 18]",https://image.tmdb.org/t/p/w500/66rKwpSexUZ3yTv5lBS1bjU4Ykk.jpg,tv,25.4571,8,7.647,2205,,2,['US'],"['sibling relationship', 'yakuza', 'biotechnology', 'virtual reality', 'investigation', 'detective story', 'distant future', 'cyberpunk', 'body-swap', 'consciousness', 'resistance fighter', 'alien world', 'neo-noir', 'human clone', 'cyber thriller', 'blade runner', 'backstabbing']",-1,5,0,0,0,0,0,0,0,5.6,0 days 00:20:54.666666666,
o poço 2,Léo,0 days 01:02:38,0 days 00:03:55,0 days 00:00:00,0 days 00:39:18,0 days 00:19:25,8,,,1,0,3,2,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,o poço 2,O Poço 2,"[878, 27, 53]",https://image.tmdb.org/t/p/w500/2fJn438T3W2XDlyBlgNuAeAAHrj.jpg,movie,4.5608,2,5.572,1385,100,,['ES'],"['capitalism', 'survival', 'anarchism', 'semi-prequel', 'secret prison', 'food shortage', 'social experiment', 'awestruck', 'conceited', 'horrified', 'social dynamics']",-1,5,0,0,0,0,0,0,0,5.6,0 days 00:07:49.750000,
até o último samurai,Jose,0 days 01:01:25,0 days 00:20:44,0 days 00:00:00,0 days 00:00:00,0 days 00:40:41,8,,,0,0,0,2,0,2,4,0,0,0,0,0,0,0,0,0,0,8,0,até o último samurai,Até o Último Samurai,"[10759, 18]",https://image.tmdb.org/t/p/w500/wP8wvUQ1HRVzaAja2HH5r62WhUa.jpg,tv,14.1008,1,7.786,187,,2,['JP'],"['based on novel or book', 'samurai', 'jidaigeki', '19th century', 'meiji period', 'history', 'battle royale', 'period piece', 'adaptation', 'death game', 'thriller']",-1,5,0,0,0,0,0,0,0,5.6,0 days 00:07:40.625000,
mask girl,Anas,0 days 01:00:42,0 days 00:00:00,0 days 01:00:29,0 days 00:00:00,0 days 00:00:13,3,,,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,mask girl,Mask Girl,"[18, 35, 9648, 80]",https://image.tmdb.org/t/p/w500/urnfhsTOFtLuW61GFKS3OXCDMZl.jpg,tv,7.9655,3,7.401,177,,1,['KR'],"['insecure woman', 'streamer', 'based on webcomic or webtoon']",-1,5,0,0,1,0,0,0,0,5.6,0 days 00:20:14,
mindhunter,Jose,0 days 01:00:37,0 days 00:12:21,0 days 00:00:00,0 days 00:48:16,0 days 00:00:00,4,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,mindhunter,MINDHUNTER,"[18, 80]",https://image.tmdb.org/t/p/w500/fbKE87mojpIETWepSbD5Qt741fp.jpg,tv,22.0028,9,8.115,2875,,2,['US'],"['prison', 'based on novel or book', '1970s', 'fbi', 'psychology', 'interview', 'psychopath', 'serial killer', 'murderer', 'rapist', 'police investigation', 'virginia', 'mysterious', 'quantico', 'police profiling', 'psychological', 'thriller', 'subjective', 'psychological profiling', 'chilling']",-1,5,0,0,0,0,0,0,0,5.6,0 days 00:15:09.250000,
samurai de olhos azuis,Jose,0 days 01:00:15,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 01:00:15,2,,,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,samurai de olhos azuis,Samurai de Olhos Azuis,"[10759, 16]",https://image.tmdb.org/t/p/w500/kgRZ9g4fnDRToxrUsWqEyCW4wbV.jpg,tv,10.9185,3,8.484,716,,2,['US'],"['japan', 'samurai', 'revenge', 'adult animation', 'edo period', '17th century', 'action', 'overcoming the odds', 'violent']",-1,5,0,0,0,0,0,0,0,5.6,0 days 00:30:07.500000,
mashle,Jose,0 days 00:59:18,0 days 00:40:51,0 days 00:18:27,0 days 00:00:00,0 days 00:00:00,3,,,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,mashle,MASHLE: MAGIA E MÚSCULOS,"[16, 35, 10759, 10765]",https://image.tmdb.org/t/p/w500/9rvbqwoEis7SZjbfiIYjzE2uWz3.jpg,tv,32.4812,3,8.3,613,[24],1,['JP'],"['martial arts', 'magic', 'parody', 'school', 'based on manga', 'combat', 'shounen', 'anime', 'magic school', 'intense', 'amused', 'cliché']",-1,3,0,0,0,0,0,1,1,5.6,0 days 00:19:46,
round 6,Léo,0 days 00:57:26,0 days 00:56:23,0 days 00:00:00,0 days 00:01:03,0 days 00:00:00,3,,,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,round 6,Round 6,"[10759, 9648, 18]",https://image.tmdb.org/t/p/w500/6gcHdboppvplmBWxvROc96NJnmm.jpg,tv,57.5892,5,7.856,17237,,3,['KR'],"['secret organization', 'challenge', 'survival', 'fictional game show', 'cruelty', 'game', 'prize', 'death game', 'thriller']",-1,5,0,0,1,0,0,0,0,5.6,0 days 00:19:08.666666666,
anon,Jose,0 days 00:55:50,0 days 00:00:04,0 days 00:00:00,0 days 00:00:00,0 days 00:55:46,2,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,anon,Anônimo,"[28, 53]",https://image.tmdb.org/t/p/w500/qvW0h99en3sE8p1KQYZfO34VhZh.jpg,movie,20.3213,5,7.9,8134,92,,['US'],"['assassin', 'double life', 'fight', 'midlife crisis', 'bratva (russian mafia)', 'secret organization', 'thief', 'home invasion', 'family', 'brawl', 'duringcreditsstinger', 'absurd', 'cliché', 'excited']",-1,5,0,0,0,0,0,0,0,5.6,0 days 00:27:55,
godless,Jose,0 days 00:55:31,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:55:31,2,,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,godless,Godless,"[37, 18]",https://image.tmdb.org/t/p/w500/ePOD0ofGWFDTbZR84QhM7kpYMPX.jpg,tv,9.9967,9,7.7,679,,1,['US'],"['gunslinger', 'new mexico', 'wanted poster', 'widow', 'mining accident', 'outlaw', 'on the run', 'gang', 'shootout', 'miniseries', 'mining town', 'standoff', '19th century', 'dark', 'gritty', 'violence']",-1,5,0,0,0,0,0,0,0,5.6,0 days 00:27:45.500000,
leanne,Anas,0 days 00:54:30,0 days 00:00:00,0 days 00:17:35,0 days 00:36:55,0 days 00:00:00,4,,,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,leanne,Leanne,[35],https://image.tmdb.org/t/p/w500/sILKrYhFK6bedXgDggQD3GmGUUV.jpg,tv,3.6088,1,7.4,17,[20],1,['US'],"['church', 'divorce', 'belief in god', 'sitcom', 'grandchild', 'adult children', 'sister sister relationship', 'husband leaves wife', 'elderly parents', 'unfiltered', 'knoxville, tennessee']",-1,3,0,0,0,0,0,0,0,5.6,0 days 00:13:37.500000,
missa da meia-noite,Jose,0 days 00:54:12,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:54:12,5,,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,missa da meia-noite,Missa da Meia-Noite,"[9648, 18]",https://image.tmdb.org/t/p/w500/rka8ibtD6HayiEJmb6rns47lyAL.jpg,tv,8.9721,5,7.53,1157,,1,['US'],"['sheriff', 'island', 'drug dealer', 'vampire', 'addiction', 'alcoholism', 'priest', 'mysterious man', 'religion', 'church', 'ex-con', 'catholicism', 'fishing boat', 'shocking', 'complex', 'miracles', 'horror', 'intense']",-1,5,0,0,0,0,0,0,0,5.6,0 days 00:10:50.400000,
warrior nun,Jose,0 days 00:51:20,0 days 00:21:22,0 days 00:00:00,0 days 00:00:00,0 days 00:29:58,5,,,0,0,3,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,warrior nun,Warrior Nun,"[10759, 18, 10765]",https://image.tmdb.org/t/p/w500/fLP0mA7FiERZhDP1NJUaHpm6XM8.jpg,tv,10.3364,6,7.946,1294,[42],2,['US'],"['angel', 'vatican (holy see)', 'pope', 'nun', 'supernatural', 'religion', 'battle', 'super power', 'death', 'female warrior']",-1,5,0,1,0,0,0,0,0,5.6,0 days 00:10:16,
ela disse talvez,Anas,0 days 00:50:18,0 days 00:30:45,0 days 00:00:00,0 days 00:00:00,0 days 00:19:33,2,,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,ela disse talvez,Ela Disse Talvez,"[35, 10749, 18]",https://image.tmdb.org/t/p/w500/1IyovHStVFP3Bt5JwGB0c4uST5J.jpg,movie,1.6319,1,5.9,58,108,,"['DE', 'TR']","['romcom', 'ridiculous']",-1,2,0,0,0,0,0,0,0,5.6,0 days 00:25:09,
killing eve,Jose,0 days 00:48:09,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:48:09,3,,,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,killing eve,Killing Eve: Dupla Obsessão,"[80, 18]",https://image.tmdb.org/t/p/w500/mPx9pxwXpUTz5TFAi267rQdbGuR.jpg,tv,26.2298,8,7.9,1457,[43],4,['US'],"['london, england', 'based on novel or book', 'obsession', 'psychopath', 'female protagonist', 'female assassin', 'lgbt', 'psycho killer', 'burlesque', 'torture victim', 'spy story', 'psychological', 'sapphic', 'offbeat', 'thriller', 'adoring', 'earnest']",-1,3,0,0,0,0,0,0,0,5.6,0 days 00:16:03,
yellowstone,Jose,0 days 00:47:57,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:47:57,1,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,yellowstone,Yellowstone,"[37, 18]",https://image.tmdb.org/t/p/w500/rrOYi7Zj2OmBojo1VuuZM129gic.jpg,tv,103.5401,8,8.256,3032,,5,['US'],"['montana', 'ranch', 'family drama', 'crime family', 'cattle ranch', 'neo-western', 'wildlife conservation', 'trend', 'complicated']",-1,5,0,0,0,0,0,0,0,5.6,0 days 00:47:57,
invasão de lua de mel,Anas,0 days 00:47:19,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:47:19,2,,,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,invasão de lua de mel,Invasão de Lua de Mel,[35],https://image.tmdb.org/t/p/w500/JRF2CsPVaqbjxJkZM0zAKfdoXH.jpg,movie,1.8435,1,5.605,157,95,,['FR'],"['thoughtful', 'playful', 'lighthearted', 'appreciative', 'comforting', 'empathetic', 'joyful', 'vibrant']",-1,5,0,0,0,0,0,0,0,5.6,0 days 00:23:39.500000,
hunter x hunter,Jose,0 days 00:46:02,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:46:02,4,,,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,hunter x hunter,Hunter x Hunter,"[16, 10759, 10765]",https://image.tmdb.org/t/p/w500/9WxfAQquTun9ATkV6iAeFHMkqxv.jpg,tv,105.1771,15,8.7,2052,[24],3,['JP'],"['martial arts', 'bounty hunter', 'affectation', 'virtual reality', 'training', 'friendship', 'friends', 'remake', 'revenge', 'travel', 'organized crime', 'gore', 'tragedy', 'coming of age', 'tournament', 'based on manga', 'fighting', 'super power', 'death match', 'shounen', 'anime', 'fantasy', 'adventure', 'harsh', 'hopeful']",-1,3,0,1,0,0,0,1,1,5.6,0 days 00:11:30.500000,
luther,Jose,0 days 00:45:28,0 days 00:00:05,0 days 00:00:00,0 days 00:00:00,0 days 00:45:23,4,,,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,luther,Luther,"[80, 18, 9648]",https://image.tmdb.org/t/p/w500/hDxOMX8zzH1FiqKWVBzNaYGBkle.jpg,tv,13.4554,16,7.851,1172,,5,['GB'],"['london, england', 'detective', 'self-destruction', 'police', 'psychopath', 'murder', 'serial killer', 'rogue cop', 'psychological thriller', 'police detective', 'united kingdom', 'crime investigation', 'police department', 'hardboiled detective', 'psychological', 'cerebral', 'suspenseful', 'thriller']",-1,3,0,0,0,0,0,0,0,5.6,0 days 00:11:22,
locke & key,Jose,0 days 00:44:46,0 days 00:38:28,0 days 00:00:00,0 days 00:06:18,0 days 00:00:00,4,,,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,2,0,locke & key,Locke & Key,"[10765, 18, 9648]",https://image.tmdb.org/t/p/w500/zuxGfRKziGHPogipnEXXykdDmyT.jpg,tv,15.1495,6,7.744,1417,,3,['US'],"['small town', 'magic', 'based on comic', 'supernatural power', 'power']",-1,3,0,1,0,0,0,1,0,5.6,0 days 00:11:11.500000,
além do direito,ANA PAULA AMORIM,0 days 00:44:44,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:44:44,1,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,além do direito,Além do Direito,[18],https://image.tmdb.org/t/p/w500/xx9zLvdPXDlBgURDrXIgbOS0BL6.jpg,tv,6.8692,1,8.2,55,[71],1,['KR'],"['lawyer', 'law firm', 'calm', 'legal drama', 'loving', 'informative']",-1,5,0,0,1,0,0,0,0,5.6,0 days 00:44:44,
inacreditável,Jose,0 days 00:43:24,0 days 00:41:51,0 days 00:00:00,0 days 00:01:33,0 days 00:00:00,5,,,3,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,inacreditável,Inacreditável,"[18, 80]",https://image.tmdb.org/t/p/w500/ylea3gd9gSvPYaiLqYst17p8NiO.jpg,tv,12.8256,7,7.936,776,"[50, 45]",1,['US'],"['rape', 'detective', 'sexual abuse', 'colorado', 'investigation', 'based on true story', 'miniseries', 'true crime', 'female detective', 'based on magazine, newspaper or article', '2010s', 'bittersweet', 'teenager']",-1,5,0,0,0,0,0,0,0,5.6,0 days 00:08:40.800000,
suits,Anas,0 days 00:42:57,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:42:57,1,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,suits,Homens de Terno,[18],https://image.tmdb.org/t/p/w500/sKJyTpR5UdoCs8LzRHMeCPpOj48.jpg,tv,108.3535,15,8.219,5572,[42],9,['US'],"['lawyer', 'impostor', 'law firm', 'photographic memory', 'paralegal', 'corporate law', 'courtroom drama']",-1,3,0,0,0,0,0,0,0,6.0,0 days 00:42:57,
avatar,Jose,0 days 00:42:01,0 days 00:42:01,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,1,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,avatar,Avatar,"[28, 12, 878]",https://image.tmdb.org/t/p/w500/eM5zWQtqJ8tGIpejrsEj7UCoacb.jpg,movie,28.427,17,7.6,33623,179,,"['US', 'GB']","['paraplegic', 'attachment to nature', 'culture clash', 'indigenous', 'space travel', 'space colony', 'tribe', 'alien planet', 'distant future', 'marine', 'battle', 'love affair', 'scientist', 'nature', 'native peoples', 'power relations', 'tribal customs', 'tribal people', 'tribal chief', 'cryonics', 'spiritual community', '22nd century', 'save the planet', 'racial discrimination', 'soldiers', 'awestruck', 'bold', 'exhilarated']",-1,2,0,0,0,0,0,0,0,5.6,0 days 00:42:01,
doze homens e outro segredo,Léo,0 days 00:41:44,0 days 00:00:25,0 days 00:00:00,0 days 00:23:07,0 days 00:18:12,6,,,2,2,1,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,doze homens e outro segredo,Doze Homens e Outro Segredo,"[53, 80]",https://image.tmdb.org/t/p/w500/iCYss3yu9ByzKj08j5P8Opo3kR1.jpg,movie,7.5488,22,6.6,7786,125,,['US'],"['paris, france', 'rome, italy', 'amsterdam, netherlands', 'competition', 'ex-girlfriend', 'stolen money', 'master thief', 'sequel', 'heist', 'caper', 'look-alike', 'ex-con', 'fabergé egg', 'professional thief', 'robbery crew', 'europol agent', 'assalto a museu']",12,2,0,0,0,0,0,0,0,5.6,0 days 00:06:57.333333333,
7seeds,Jose,0 days 00:39:54,0 days 00:17:43,0 days 00:00:00,0 days 00:00:00,0 days 00:22:11,4,,,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7seeds,7Seeds,"[16, 18, 10765]",https://image.tmdb.org/t/p/w500/d84XDdYib5nEKvHm2HAh2itIgBY.jpg,tv,9.243,7,7.693,230,[24],1,['JP'],"['japan', 'based on manga', 'anime', 'unfinished', 'psychological']",-1,5,0,0,0,0,0,1,1,5.6,0 days 00:09:58.500000,
deadwind,Jose,0 days 00:39:48,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:39:48,1,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,deadwind,Deadwind,"[18, 80]",https://image.tmdb.org/t/p/w500/lFvTHBf09t4hyT53SNhMWwKPimQ.jpg,tv,11.2079,8,6.929,154,[48],3,['FI'],"['murder', 'female detective', 'nordic noir']",-1,5,0,0,0,0,0,0,0,5.6,0 days 00:39:48,
o preço da herança da vovó,Anas,0 days 00:37:11,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:37:11,1,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,o preço da herança da vovó,O Preço da Herança da Vovó,"[35, 80]",https://image.tmdb.org/t/p/w500/91Oi51b6unAU2ziK0o9wIkOMNda.jpg,movie,0.643,2,5.635,100,90,,['IT'],[],-1,-1,0,0,0,0,0,0,0,5.6,0 days 00:37:11,
halo,Jose,0 days 00:33:36,0 days 00:00:00,0 days 00:00:00,0 days 00:18:28,0 days 00:15:08,4,,,0,3,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,halo,Halo,"[10765, 10759]",https://image.tmdb.org/t/p/w500/4UmNhZCEu8Vt3byMvNxNEPyf8EY.jpg,tv,43.2755,4,8.209,3116,,2,['US'],"['space travel', 'alien', 'super soldier', 'distant future', 'based on video game', 'future war', 'human vs alien']",-1,3,0,0,0,0,0,0,0,5.6,0 days 00:08:24,
adolescência,Jose,0 days 00:32:48,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:32:48,3,,,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,3,0,0,0,adolescência,Adolescência,"[18, 80]",https://image.tmdb.org/t/p/w500/3v8MSpNNk3hhadeU9XocQrQXbuk.jpg,tv,16.1423,1,7.845,1468,,1,"['GB', 'US']","['england', 'sexism', 'violence against women', 'patriarchy', 'bullying', 'murder', 'family relationships', 'miniseries', 'parenting', 'confrontation', 'insecurity', 'teenage boy', 'blunt', 'visceral', 'mental health', 'misogyny', 'british youth', 'social media', 'british school system', 'shocking', 'social structures', 'objectification', 'insecure', 'single take', 'teenage killer', 'thought provoking', ""today's youth"", 'psychological drama', 'understated', 'intense', 'foreboding', 'slut shaming', 'andrew tate', ""today's society""]",-1,5,0,0,0,0,0,0,0,5.6,0 days 00:10:56,
sintonia de natal,Anas,0 days 00:32:13,0 days 00:32:13,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,2,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,sintonia de natal,Sintonia de Natal,"[10749, 35]",https://image.tmdb.org/t/p/w500/oMjYBzQmR4D4A4sajf846iDreGG.jpg,movie,1.4366,2,6.337,260,105,,['US'],"['new york city', 'hopeless romantic', 'loving', 'romantic', 'admiring', 'celebratory', 'comforting', 'hopeful', 'joyful']",-1,1,0,0,0,0,0,0,0,5.6,0 days 00:16:06.500000,
o monstro em mim,Jose,0 days 00:32:06,0 days 00:00:00,0 days 00:00:00,0 days 00:32:06,0 days 00:00:00,3,,,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,o monstro em mim,O Monstro em Mim,"[18, 9648]",https://image.tmdb.org/t/p/w500/quCj9ztr4vhuHtvxV7ISIAHQPln.jpg,tv,12.4946,1,7.103,208,,1,['US'],"[""writer's block"", 'lesbian relationship', 'disappearance', 'miniseries', 'writer', 'death', 'ex-wife', 'philosophical', 'death of a loved one', 'fbi agent', 'thriller', 'powerful', 'neighbors']",-1,5,0,0,0,0,0,0,0,5.6,0 days 00:10:42,
eric,Jose,0 days 00:31:57,0 days 00:00:00,0 days 00:00:00,0 days 00:31:57,0 days 00:00:00,2,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,eric,Eric,"[18, 9648]",https://image.tmdb.org/t/p/w500/h3CKNeJ0NEsCEzlW4BHEp6in7Zz.jpg,tv,7.5091,2,7.0,278,,1,['GB'],"['new york city', 'puppeteer', 'son', 'puppet', 'disappearance', 'miniseries', 'missing child', 'self-loathing', '1980s', 'father son relationship', 'thriller']",-1,5,0,0,0,1,0,0,0,5.6,0 days 00:15:58.500000,
uma advogada extraordinária,Jose,0 days 00:31:20,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:31:20,1,,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,uma advogada extraordinária,Uma Advogada Extraordinária,[18],https://image.tmdb.org/t/p/w500/3KOjBpFIbdRa39ZETAnD1qA9acD.jpg,tv,15.0739,4,8.482,909,[70],1,['KR'],"['autism', 'court case', 'court', 'workplace', 'romance', 'slice of life', 'lawyer', 'female protagonist', 'courtroom', 'law firm', 'inspiring', 'social issues', 'father daughter relationship', 'slight romance', 'slow burn romance', 'heartfelt', 'legal', 'romantic']",-1,3,0,0,1,0,0,0,0,5.6,0 days 00:31:20,
nonnas,Anas,0 days 00:28:40,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:28:40,1,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,nonnas,Nonnas,[35],https://image.tmdb.org/t/p/w500/5Bf1xlxLuCHdi74MpdFi2Yz3FGJ.jpg,movie,3.5162,1,6.762,479,112,,['US'],"['restaurant', 'revitalization', 'based on true story', 'italian restaurant', 'second chance', 'brooklyn, new york city', 'death of mother', 'staten island, new york city', 'italian cuisine', 'celebratory', 'swear']",-1,1,0,0,0,0,0,0,0,5.6,0 days 00:28:40,
mistério no mediterrâneo,Anas,0 days 00:27:43,0 days 00:13:31,0 days 00:00:00,0 days 00:00:00,0 days 00:14:12,2,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,mistério no mediterrâneo,Mistério no Mediterrâneo,"[35, 9648]",https://image.tmdb.org/t/p/w500/eygXgrzMaAzWTR7V0H5JYrO6RVf.jpg,movie,4.0007,7,6.259,4730,97,,['US'],"['chase', 'cop', 'money', 'murder', 'monaco', 'inheritance', 'whodunit', 'troubled marriage', 'crime investigation', 'wanted', 'formula one (f1)', 'cheerful']",-1,2,0,0,0,0,0,0,0,5.6,0 days 00:13:51.500000,
7 mulheres e um mistério,Jose,0 days 00:27:36,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:27:36,2,,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7 mulheres e um mistério,7 Mulheres e Um Mistério,"[35, 9648, 80]",https://image.tmdb.org/t/p/w500/1FHo1tTKMWGwv9gxXASWhkctuC3.jpg,movie,0.8325,5,5.52,391,83,,['IT'],"['italy', 'patriarch', 'remake', 'murder', 'whodunit', 'murder mystery', 'christmas', 'comedy mystery']",-1,5,1,0,0,0,0,0,0,5.6,0 days 00:13:48,
se a vida te der tangerinas…,Anas,0 days 00:27:07,0 days 00:00:00,0 days 00:00:00,0 days 00:27:04,0 days 00:00:03,2,,,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,se a vida te der tangerinas…,Se a Vida Te Der Tangerinas...,[18],https://image.tmdb.org/t/p/w500/k42rlc5drUiSl9s8lqeM9dLjHQw.jpg,tv,26.2716,1,8.7,485,,1,['KR'],"['poet', 'romance', 'family relationships', 'couple', 'first love', 'jeju island', 'bittersweet', 'adoring', 'amused']",-1,3,0,0,1,0,0,0,0,5.6,0 days 00:13:33.500000,
