CleanTitle,Profile Name,WatchedTime,watched_time_dawn,watched_time_morning,watched_time_afternoon,watched_time_night,count_per_title,last_watched_date,first_watched_date,seg_views,ter_views,qua_views,qui_views,sex_views,sab_views,dom_views,jan_views,fev_views,mar_views,abr_views,mai_views,jun_views,jul_views,ago_views,set_views,out_views,nov_views,dez_views,netflix_title,title,genre_ids,poster_path,media_type,popularity,age_of_title,vote_average,vote_count,run_time,num_seasons,origin_country,keywords,director,content_rating,is_natalino,is_super_heroi,is_dorama,is_kids,is_dystopian,is_based_on_book,is_anime,nota,avg_duration_per_session,day_between,is_tv,is_in_list,has_rated,engagement_score,is_mature,watched_time
o melhor. natal. de todos!,Anas,0 days 01:16:34,0.0,0.0,0.0,4594.0,1,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,o melhor. natal. de todos!,O Melhor. Natal. de Todos!,[35],https://image.tmdb.org/t/p/w500/hRAnhet28w3ipeCOJvv2BIW3A1P.jpg,movie,1.427,3,5.395,258,81,,['US'],"['holiday', 'christmas', 'absurd']",-1,1,1,0,0,0,0,0,0,5.9865079365079366,0 days 01:16:34,,0,0,0,7.719591416813639,0,4594.0
caso de polícia,Anas,0 days 01:13:37,0.0,0.0,0.0,4417.0,2,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,caso de polícia,Caso de Polícia,"[35, 18]",https://image.tmdb.org/t/p/w500/mHPiHLYz7Wjg5kIXqIOmDAqpqFc.jpg,tv,5.6404,8,6.1,61,[50],1,['US'],"['nypd', 'odd couple', 'father son relationship', 'street smarts']",-1,1,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:36:48.500000,,1,0,0,5.4471428571428575,0,4417.0
27 noites,Anas,0 days 01:12:31,2123.0,0.0,0.0,2228.0,2,,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,27 noites,27 Noites,[35],https://image.tmdb.org/t/p/w500/fo2MUxHn8sTaNYldpBCd5Q4Nu1y.jpg,movie,1.7219,1,6.5,40,108,,['AR'],[],-1,5,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:36:15.500000,,0,0,0,6.350507054673722,1,4351.0
rebel moon - parte 1,Jose,0 days 01:11:10,0.0,0.0,0.0,4270.0,3,,,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,rebel moon - parte 1,Rebel Moon - Parte 1: A Menina do Fogo,"[878, 28, 12]",https://image.tmdb.org/t/p/w500/sPmGw8DOpH856QjhCfetSK9yzI5.jpg,movie,5.6135,3,6.219,2504,136,,['US'],"['rebellion', 'space war', 'space', 'female protagonist', 'militarism', 'space opera', 'family values', 'authoritarianism', 'space adventure', 'action hero', 'female warrior', 'political crisis', 'alien spaceship', 'space vessel', 'awestruck']",-1,2,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:23:43.333333333,,0,0,0,5.6096755368814195,0,4270.0
altered carbon,Jose,0 days 01:02:44,0.0,3764.0,0.0,0.0,3,,,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,altered carbon,Altered Carbon,"[10765, 18]",https://image.tmdb.org/t/p/w500/66rKwpSexUZ3yTv5lBS1bjU4Ykk.jpg,tv,24.3052,8,7.645,2217,,2,['US'],"['sibling relationship', 'yakuza', 'biotechnology', 'virtual reality', 'investigation', 'detective story', 'distant future', 'cyberpunk', 'body-swap', 'consciousness', 'resistance fighter', 'alien world', 'neo-noir', 'human clone', 'cyber thriller', 'blade runner', 'backstabbing']",-1,5,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:20:54.666666666,,1,0,0,5.607142857142858,1,3764.0
o poço 2,Léo,0 days 01:02:38,235.0,0.0,2358.0,1165.0,8,,,1,0,3,2,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,o poço 2,O Poço 2,"[878, 27, 53]",https://image.tmdb.org/t/p/w500/2fJn438T3W2XDlyBlgNuAeAAHrj.jpg,movie,5.6409,2,5.569,1392,100,,['ES'],"['capitalism', 'survival', 'anarchism', 'semi-prequel', 'secret prison', 'food shortage', 'social experiment', 'awestruck', 'conceited', 'horrified', 'social dynamics']",-1,5,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:07:49.750000,,0,0,0,6.124920634920635,1,3758.0
até o último samurai,Jose,0 days 01:01:25,1244.0,0.0,0.0,2441.0,8,,,0,0,0,2,0,2,4,0,0,0,0,0,0,0,0,0,0,8,0,até o último samurai,Até o Último Samurai,"[10759, 18]",https://image.tmdb.org/t/p/w500/wP8wvUQ1HRVzaAja2HH5r62WhUa.jpg,tv,16.2798,1,7.779,190,,2,['JP'],"['based on novel or book', 'samurai', 'jidaigeki', '19th century', 'meiji period', 'history', 'battle royale', 'period piece', 'adaptation', 'death game', 'thriller']",-1,5,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:07:40.625000,,1,0,0,5.5522817460317455,1,3685.0
mask girl,Anas,0 days 01:00:42,0.0,3629.0,0.0,13.0,3,,,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,mask girl,Mask Girl,"[18, 35, 9648, 80]",https://image.tmdb.org/t/p/w500/urnfhsTOFtLuW61GFKS3OXCDMZl.jpg,tv,9.1949,3,7.395,177,,1,['KR'],"['insecure woman', 'streamer', 'based on webcomic or webtoon']",-1,5,0,0,1,0,0,0,0,5.9865079365079366,0 days 00:20:14,,1,1,0,5.5224206349206355,1,3642.0
mindhunter,Jose,0 days 01:00:37,741.0,0.0,2896.0,0.0,4,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,mindhunter,MINDHUNTER,"[18, 80]",https://image.tmdb.org/t/p/w500/fbKE87mojpIETWepSbD5Qt741fp.jpg,tv,31.7157,9,8.117,2889,,2,['US'],"['prison', 'based on novel or book', '1970s', 'fbi', 'psychology', 'interview', 'psychopath', 'serial killer', 'murderer', 'rapist', 'police investigation', 'virginia', 'mysterious', 'quantico', 'police profiling', 'psychological', 'thriller', 'subjective', 'psychological profiling', 'chilling']",-1,5,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:15:09.250000,,1,0,0,5.518948412698412,1,3637.0
samurai de olhos azuis,Jose,0 days 01:00:15,0.0,0.0,0.0,3615.0,2,,,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,samurai de olhos azuis,Samurai de Olhos Azuis,"[10759, 16]",https://image.tmdb.org/t/p/w500/kgRZ9g4fnDRToxrUsWqEyCW4wbV.jpg,tv,11.289,3,8.485,722,,2,['US'],"['japan', 'samurai', 'revenge', 'adult animation', 'edo period', '17th century', 'action', 'overcoming the odds', 'violent']",-1,5,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:30:07.500000,,1,0,0,5.503670634920635,1,3615.0
mashle,Jose,0 days 00:59:18,2451.0,1107.0,0.0,0.0,3,,,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,mashle,MASHLE: MAGIA E MÚSCULOS,"[16, 35, 10759, 10765]",https://image.tmdb.org/t/p/w500/9rvbqwoEis7SZjbfiIYjzE2uWz3.jpg,tv,30.2596,3,8.32,616,[24],1,['JP'],"['martial arts', 'magic', 'parody', 'school', 'based on manga', 'combat', 'shounen', 'anime', 'magic school', 'intense', 'amused', 'cliché']",-1,3,0,0,0,0,0,1,1,5.9865079365079366,0 days 00:19:46,,1,0,0,7.111309523809524,1,3558.0
round 6,Léo,0 days 00:57:26,3383.0,0.0,63.0,0.0,3,,,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,round 6,Round 6,"[10759, 9648, 18]",https://image.tmdb.org/t/p/w500/6gcHdboppvplmBWxvROc96NJnmm.jpg,tv,64.9679,5,7.856,17267,,3,['KR'],"['secret organization', 'challenge', 'survival', 'fictional game show', 'cruelty', 'game', 'prize', 'death game', 'thriller']",-1,5,0,0,1,0,0,0,0,5.9865079365079366,0 days 00:19:08.666666666,,1,0,0,5.386309523809524,1,3446.0
anon,Jose,0 days 00:55:50,4.0,0.0,0.0,3346.0,2,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,anon,Anon,"[878, 80, 9648, 53]",https://image.tmdb.org/t/p/w500/xhBTO9n3fxy3HJt7WlR9h9vvVmk.jpg,movie,2.9486,8,5.997,1712,100,,"['US', 'GB']","['detective', 'dystopia', 'serial killer', 'privacy', 'procedural', 'augmented reality']",-1,5,0,0,0,0,1,0,0,5.9865079365079366,0 days 00:27:55,,0,0,0,5.784920634920635,1,3350.0
godless,Jose,0 days 00:55:31,0.0,0.0,0.0,3331.0,2,,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,godless,Godless,"[37, 18]",https://image.tmdb.org/t/p/w500/ePOD0ofGWFDTbZR84QhM7kpYMPX.jpg,tv,9.9937,9,7.7,682,,1,['US'],"['gunslinger', 'sheriff', 'new mexico', 'wanted poster', 'widow', 'mining accident', 'outlaw', 'on the run', 'gang', 'shootout', 'miniseries', 'mining town', 'standoff', '19th century', 'dark', 'gritty', 'violence']",-1,5,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:27:45.500000,,1,0,0,5.306448412698413,1,3331.0
leanne,Anas,0 days 00:54:30,0.0,1055.0,2215.0,0.0,4,,,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,leanne,Leanne,[35],https://image.tmdb.org/t/p/w500/sILKrYhFK6bedXgDggQD3GmGUUV.jpg,tv,2.7302,1,7.4,17,[20],1,['US'],"['church', 'divorce', 'belief in god', 'sitcom', 'grandchild', 'adult children', 'sister sister relationship', 'husband leaves wife', 'elderly parents', 'unfiltered', 'knoxville, tennessee']",-1,3,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:13:37.500000,,1,1,0,7.534920634920635,1,3270.0
missa da meia-noite,Jose,0 days 00:54:12,0.0,0.0,0.0,3252.0,5,,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,missa da meia-noite,Missa da Meia-Noite,"[9648, 18]",https://image.tmdb.org/t/p/w500/rka8ibtD6HayiEJmb6rns47lyAL.jpg,tv,9.1877,5,7.531,1160,,1,['US'],"['sheriff', 'island', 'drug dealer', 'vampire', 'addiction', 'alcoholism', 'priest', 'mysterious man', 'religion', 'church', 'ex-con', 'catholicism', 'fishing boat', 'shocking', 'complex', 'miracles', 'horror', 'intense']",-1,5,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:10:50.400000,,1,0,0,5.251587301587302,1,3252.0
warrior nun,Jose,0 days 00:51:20,1282.0,0.0,0.0,1798.0,5,,,0,0,3,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,warrior nun,Warrior Nun,"[10759, 18, 10765]",https://image.tmdb.org/t/p/w500/fLP0mA7FiERZhDP1NJUaHpm6XM8.jpg,tv,10.9648,6,7.943,1296,[42],2,['US'],"['angel', 'vatican (holy see)', 'pope', 'nun', 'supernatural', 'religion', 'battle', 'super power', 'death', 'female warrior']",-1,5,0,1,0,0,0,0,0,5.9865079365079366,0 days 00:10:16,,1,0,0,5.030291005291005,1,3080.0
ela disse talvez,Anas,0 days 00:50:18,1845.0,0.0,0.0,1173.0,2,,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,ela disse talvez,Ela Disse Talvez,"[35, 10749, 18]",https://image.tmdb.org/t/p/w500/1IyovHStVFP3Bt5JwGB0c4uST5J.jpg,movie,2.0825,1,5.9,58,108,,"['DE', 'TR']","['romcom', 'ridiculous']",-1,2,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:25:09,,0,0,0,5.321957671957672,0,3018.0
killing eve,Jose,0 days 00:48:09,0.0,0.0,0.0,2889.0,3,,,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,killing eve,Killing Eve: Dupla Obsessão,"[80, 18]",https://image.tmdb.org/t/p/w500/mPx9pxwXpUTz5TFAi267rQdbGuR.jpg,tv,26.2446,8,7.909,1462,[43],4,['US'],"['london, england', 'based on novel or book', 'obsession', 'psychopath', 'female protagonist', 'female assassin', 'lgbt', 'psycho killer', 'burlesque', 'torture victim', 'spy story', 'psychological', 'sapphic', 'offbeat', 'thriller', 'adoring', 'earnest']",-1,3,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:16:03,,1,0,0,4.85953303802141,1,2889.0
yellowstone,Jose,0 days 00:47:57,0.0,0.0,0.0,2877.0,1,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,yellowstone,Yellowstone,"[37, 18]",https://image.tmdb.org/t/p/w500/rrOYi7Zj2OmBojo1VuuZM129gic.jpg,tv,110.5722,8,8.256,3043,,5,['US'],"['montana', 'ranch', 'family drama', 'crime family', 'cattle ranch', 'neo-western', 'wildlife conservation', 'trend', 'complicated']",-1,5,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:47:57,,1,1,0,4.9911706349206355,1,2877.0
invasão de lua de mel,Anas,0 days 00:47:19,0.0,0.0,0.0,2839.0,2,,,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,invasão de lua de mel,Invasão de Lua de Mel,[35],https://image.tmdb.org/t/p/w500/JRF2CsPVaqbjxJkZM0zAKfdoXH.jpg,movie,1.6296,1,5.6,158,95,,['FR'],"['thoughtful', 'playful', 'lighthearted', 'appreciative', 'comforting', 'empathetic', 'joyful', 'vibrant']",-1,5,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:23:39.500000,,0,0,0,5.483604845446951,1,2839.0
hunter x hunter,Jose,0 days 00:46:02,0.0,0.0,0.0,2762.0,4,,,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,hunter x hunter,Hunter x Hunter,"[16, 10759, 10765]",https://image.tmdb.org/t/p/w500/9WxfAQquTun9ATkV6iAeFHMkqxv.jpg,tv,99.4453,15,8.666,2057,[24],3,['JP'],"['martial arts', 'bounty hunter', 'affectation', 'virtual reality', 'training', 'friendship', 'friends', 'remake', 'revenge', 'travel', 'organized crime', 'gore', 'tragedy', 'coming of age', 'tournament', 'based on manga', 'fighting', 'super power', 'death match', 'shounen', 'anime', 'fantasy', 'adventure', 'harsh', 'hopeful']",-1,3,0,1,0,0,0,1,1,5.9865079365079366,0 days 00:11:30.500000,,1,0,0,6.190013227513227,1,2762.0
luther,Jose,0 days 00:45:28,5.0,0.0,0.0,2723.0,4,,,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,luther,Luther,"[80, 18, 9648]",https://image.tmdb.org/t/p/w500/hDxOMX8zzH1FiqKWVBzNaYGBkle.jpg,tv,17.3325,16,7.849,1175,,5,['GB'],"['london, england', 'detective', 'self-destruction', 'police', 'psychopath', 'murder', 'serial killer', 'rogue cop', 'psychological thriller', 'police detective', 'united kingdom', 'crime investigation', 'police department', 'hardboiled detective', 'psychological', 'cerebral', 'suspenseful', 'thriller']",-1,3,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:11:22,,1,0,0,4.887698412698413,1,2728.0
locke & key,Jose,0 days 00:44:46,2308.0,0.0,378.0,0.0,4,,,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,2,0,locke & key,Locke & Key,"[10765, 18, 9648]",https://image.tmdb.org/t/p/w500/zuxGfRKziGHPogipnEXXykdDmyT.jpg,tv,13.4652,6,7.742,1422,,3,['US'],"['small town', 'magic', 'based on comic', 'supernatural power', 'power']",-1,3,0,1,0,0,0,1,0,5.9865079365079366,0 days 00:11:11.500000,,1,0,0,4.858531746031746,1,2686.0
além do direito,ANA PAULA AMORIM,0 days 00:44:44,0.0,0.0,0.0,2684.0,1,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,além do direito,Além do Direito,[18],https://image.tmdb.org/t/p/w500/xx9zLvdPXDlBgURDrXIgbOS0BL6.jpg,tv,10.3994,1,8.175,58,[71],1,['KR'],"['lawyer', 'law firm', 'calm', 'legal drama', 'loving', 'informative']",-1,5,0,0,1,0,0,0,0,5.9865079365079366,0 days 00:44:44,,1,0,0,4.043332215515314,1,2684.0
inacreditável,Jose,0 days 00:43:24,2511.0,0.0,93.0,0.0,5,,,3,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,inacreditável,Inacreditável,"[18, 80]",https://image.tmdb.org/t/p/w500/ylea3gd9gSvPYaiLqYst17p8NiO.jpg,tv,12.3073,7,7.929,779,"[50, 45]",1,['US'],"['rape', 'detective', 'sexual abuse', 'colorado', 'investigation', 'based on true story', 'miniseries', 'true crime', 'female detective', 'based on magazine, newspaper or article', '2010s', 'bittersweet', 'teenager']",-1,5,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:08:40.800000,,1,0,0,4.439920634920635,1,2604.0
suits,Anas,0 days 00:42:57,0.0,0.0,0.0,2577.0,1,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,suits,Homens de Terno,[18],https://image.tmdb.org/t/p/w500/sKJyTpR5UdoCs8LzRHMeCPpOj48.jpg,tv,112.2161,15,8.219,5582,[42],9,['US'],"['lawyer', 'impostor', 'law firm', 'photographic memory', 'paralegal', 'corporate law', 'courtroom drama']",-1,3,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:42:57,,1,0,0,4.697619047619048,1,2577.0
avatar,Jose,0 days 00:42:01,2521.0,0.0,0.0,0.0,1,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,avatar,Avatar: Fogo e Cinzas,"[878, 12, 14]",https://image.tmdb.org/t/p/w500/9k2zKeUfcKkAz1dGt5MP6dZMm4G.jpg,movie,397.7548,1,7.3,1969,197,,['US'],"['witch', 'clone', 'space war', 'tribe', 'sequel', 'alien', 'transhumanism', 'family', 'space adventure', 'family dynamics', 'rival', 'oscar winner']",-1,2,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:42:01,,0,0,0,4.059666827814036,0,2521.0
doze homens e outro segredo,Léo,0 days 00:41:44,25.0,0.0,1387.0,1092.0,6,,,2,2,1,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,doze homens e outro segredo,Doze Homens e Outro Segredo,"[53, 80]",https://image.tmdb.org/t/p/w500/iCYss3yu9ByzKj08j5P8Opo3kR1.jpg,movie,8.4642,22,6.566,7800,125,,['US'],"['paris, france', 'rome, italy', 'amsterdam, netherlands', 'competition', 'ex-girlfriend', 'stolen money', 'master thief', 'sequel', 'heist', 'caper', 'look-alike', 'ex-con', 'fabergé egg', 'professional thief', 'robbery crew', 'europol agent', 'assalto a museu']",12,2,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:06:57.333333333,,0,0,0,4.662587301587302,0,2504.0
7seeds,Jose,0 days 00:39:54,1063.0,0.0,0.0,1331.0,4,,,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7seeds,7Seeds,"[16, 18, 10765]",https://image.tmdb.org/t/p/w500/d84XDdYib5nEKvHm2HAh2itIgBY.jpg,tv,9.7307,7,7.7,234,[24],1,['JP'],"['japan', 'based on manga', 'anime', 'unfinished', 'psychological']",-1,5,0,0,0,0,0,1,1,5.9865079365079366,0 days 00:09:58.500000,,1,0,0,5.764087301587302,1,2394.0
deadwind,Jose,0 days 00:39:48,0.0,0.0,0.0,2388.0,1,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,deadwind,Deadwind,"[18, 80]",https://image.tmdb.org/t/p/w500/lFvTHBf09t4hyT53SNhMWwKPimQ.jpg,tv,9.4755,8,6.9,155,[48],3,['FI'],"['murder', 'female detective', 'nordic noir']",-1,5,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:39:48,,1,0,0,4.3751984126984125,1,2388.0
o preço da herança da vovó,Anas,0 days 00:37:11,0.0,0.0,0.0,2231.0,1,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,o preço da herança da vovó,O Preço da Herança da Vovó,"[35, 80]",https://image.tmdb.org/t/p/w500/91Oi51b6unAU2ziK0o9wIkOMNda.jpg,movie,0.7562,2,5.6,101,90,,['IT'],[],-1,-1,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:37:11,,0,0,0,5.0589947089947085,0,2231.0
halo,Jose,0 days 00:33:36,0.0,0.0,1108.0,908.0,4,,,0,3,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,halo,Halo,"[10765, 10759]",https://image.tmdb.org/t/p/w500/4UmNhZCEu8Vt3byMvNxNEPyf8EY.jpg,tv,41.0788,4,8.207,3123,,2,['US'],"['space travel', 'alien', 'super soldier', 'distant future', 'based on video game', 'future war', 'human vs alien']",-1,3,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:08:24,,1,0,0,4.393253968253968,1,2016.0
adolescência,Jose,0 days 00:32:48,0.0,0.0,0.0,1968.0,3,,,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,3,0,0,0,adolescência,Adolescência,"[18, 80]",https://image.tmdb.org/t/p/w500/3v8MSpNNk3hhadeU9XocQrQXbuk.jpg,tv,13.7408,1,7.843,1482,,1,"['GB', 'US']","['england', 'sexism', 'violence against women', 'patriarchy', 'bullying', 'murder', 'family relationships', 'miniseries', 'parenting', 'confrontation', 'insecurity', 'teenage boy', 'blunt', 'visceral', 'mental health', 'misogyny', 'british youth', 'social media', 'british school system', 'shocking', 'social structures', 'objectification', 'insecure', 'single take', 'teenage killer', 'thought provoking', ""today's youth"", 'psychological drama', 'understated', 'intense', 'foreboding', 'slut shaming', 'andrew tate', ""today's society""]",-1,5,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:10:56,,1,0,0,4.359920634920635,1,1968.0
sintonia de natal,Anas,0 days 00:32:13,1933.0,0.0,0.0,0.0,2,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,sintonia de natal,Sintonia de Natal,"[10749, 35]",https://image.tmdb.org/t/p/w500/oMjYBzQmR4D4A4sajf846iDreGG.jpg,movie,1.3761,2,6.3,260,105,,['US'],"['new york city', 'hopeless romantic', 'loving', 'romantic', 'admiring', 'celebratory', 'comforting', 'hopeful', 'joyful']",-1,1,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:16:06.500000,,0,0,0,4.527380952380953,0,1933.0
o monstro em mim,Jose,0 days 00:32:06,0.0,0.0,1926.0,0.0,3,,,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,o monstro em mim,O Monstro em Mim,"[18, 9648]",https://image.tmdb.org/t/p/w500/quCj9ztr4vhuHtvxV7ISIAHQPln.jpg,tv,17.535,1,7.122,213,,1,['US'],"[""writer's block"", 'lesbian relationship', 'disappearance', 'miniseries', 'writer', 'death', 'ex-wife', 'philosophical', 'death of a loved one', 'fbi agent', 'thriller', 'powerful', 'neighbors']",-1,5,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:10:42,,1,0,0,4.330753968253968,1,1926.0
eric,Jose,0 days 00:31:57,0.0,0.0,1917.0,0.0,2,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,eric,Eric,"[18, 9648]",https://image.tmdb.org/t/p/w500/h3CKNeJ0NEsCEzlW4BHEp6in7Zz.jpg,tv,6.2301,2,7.0,278,,1,['GB'],"['new york city', 'puppeteer', 'son', 'puppet', 'disappearance', 'miniseries', 'missing child', 'self-loathing', '1980s', 'father son relationship', 'thriller']",-1,5,0,0,0,1,0,0,0,5.9865079365079366,0 days 00:15:58.500000,,1,0,0,4.324503968253968,1,1917.0
uma advogada extraordinária,Jose,0 days 00:31:20,0.0,0.0,0.0,1880.0,1,,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,uma advogada extraordinária,Uma Advogada Extraordinária,[18],https://image.tmdb.org/t/p/w500/3KOjBpFIbdRa39ZETAnD1qA9acD.jpg,tv,16.0232,4,8.5,911,[70],1,['KR'],"['autism', 'court case', 'court', 'workplace', 'romance', 'slice of life', 'lawyer', 'female protagonist', 'courtroom', 'law firm', 'inspiring', 'social issues', 'father daughter relationship', 'slight romance', 'slow burn romance', 'heartfelt', 'legal', 'romantic']",-1,3,0,0,1,0,0,0,0,5.9865079365079366,0 days 00:31:20,,1,0,0,3.7392857142857143,1,1880.0
nonnas,Anas,0 days 00:28:40,0.0,0.0,0.0,1720.0,1,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,nonnas,Nonnas,[35],https://image.tmdb.org/t/p/w500/5Bf1xlxLuCHdi74MpdFi2Yz3FGJ.jpg,movie,5.2449,1,6.763,481,112,,['US'],"['restaurant', 'revitalization', 'based on true story', 'italian restaurant', 'second chance', 'brooklyn, new york city', 'death of mother', 'staten island, new york city', 'italian cuisine', 'celebratory', 'swear']",-1,1,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:28:40,,0,0,0,4.273015873015873,0,1720.0
mistério no mediterrâneo,Anas,0 days 00:27:43,811.0,0.0,0.0,852.0,2,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,mistério no mediterrâneo,Mistério no Mediterrâneo,"[35, 9648]",https://image.tmdb.org/t/p/w500/etbe0OUfPmW1eXDB5rPXrOsKQ4S.jpg,movie,4.4871,7,6.258,4743,97,,['US'],"['chase', 'cop', 'money', 'murder', 'monaco', 'inheritance', 'whodunit', 'troubled marriage', 'crime investigation', 'wanted', 'formula one (f1)', 'cheerful']",-1,2,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:13:51.500000,,0,0,0,4.4219481263295695,0,1663.0
7 mulheres e um mistério,Jose,0 days 00:27:36,0.0,0.0,0.0,1656.0,2,,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7 mulheres e um mistério,7 Mulheres e Um Mistério,"[35, 9648, 80]",https://image.tmdb.org/t/p/w500/1FHo1tTKMWGwv9gxXASWhkctuC3.jpg,movie,1.0574,5,5.5,392,83,,['IT'],"['italy', 'patriarch', 'remake', 'murder', 'whodunit', 'murder mystery', 'christmas', 'comedy mystery']",-1,5,1,0,0,0,0,0,0,5.9865079365079366,0 days 00:13:48,,0,0,0,4.655904570663607,1,1656.0
se a vida te der tangerinas…,Anas,0 days 00:27:07,0.0,0.0,1624.0,3.0,2,,,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,se a vida te der tangerinas…,Se a Vida Te Der Tangerinas...,[18],https://image.tmdb.org/t/p/w500/k42rlc5drUiSl9s8lqeM9dLjHQw.jpg,tv,30.9319,1,8.7,491,,1,['KR'],"['poet', 'romance', 'family relationships', 'couple', 'first love', 'jeju island', 'bittersweet', 'adoring', 'amused']",-1,3,0,0,1,0,0,0,0,5.9865079365079366,0 days 00:13:33.500000,,1,0,0,4.123115079365079,1,1627.0
garotos detetives mortos,Jose,0 days 00:26:39,1599.0,0.0,0.0,0.0,1,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,garotos detetives mortos,Garotos Detetives Mortos,"[18, 9648, 10765]",https://image.tmdb.org/t/p/w500/xBD9ROD7d8K2PxEnbiMz77Z3zC4.jpg,tv,7.6635,2,7.696,298,,1,['US'],"['detective', 'supernatural', 'based on comic', 'private detective', 'ghost', 'dark fantasy', 'irreverent', 'fantasy', 'absurd', 'offbeat', 'thriller', 'whimsical', 'cheerful']",-1,5,0,1,0,0,0,1,0,5.9865079365079366,0 days 00:26:39,,1,0,0,4.103670634920634,1,1599.0
